#Supplemental Data. Wilkins et al. Plant Cell (2016) 10.1105/tpc.16.00158.,,,,,,,,
LOC_Os02g21230,1,0,0,0,0,0,0,0
LOC_Os02g22080,0,0,0,0,1,0,0,0
LOC_Os02g22100,0,0,0,0,0,1,0,0
LOC_Os02g22160,0,0,0,0,2,0,1,0
LOC_Os02g26470,1,0,0,0,0,0,0,0
LOC_Os02g26780,0,0,0,0,1,0,0,0
LOC_Os02g26810,0,0,0,0,1,0,0,0
LOC_Os02g28040,0,0,0,0,1,0,0,0
LOC_Os02g28720,0,0,0,0,1,0,0,0
LOC_Os02g28850,0,0,0,0,1,0,0,0
LOC_Os02g28980,5,0,0,1,0,0,0,0
LOC_Os02g29630,0,0,0,0,1,0,0,0
LOC_Os02g30110,0,1,0,0,0,0,0,0
LOC_Os02g30610,0,0,0,0,4,0,0,0
LOC_Os02g30900,0,0,0,0,2,0,0,0
LOC_Os02g30910,0,0,0,0,12,0,5,0
LOC_Os02g32140,0,0,0,0,1,0,0,0
LOC_Os02g32520,0,0,0,0,8,0,3,0
LOC_Os02g32580,0,0,0,0,15,0,3,0
LOC_Os02g32590,3,0,0,0,2,0,1,0
LOC_Os02g32780,0,0,0,0,0,1,0,0
LOC_Os02g33060,0,0,0,0,0,0,0,1
LOC_Os02g33230,6,0,0,0,0,0,0,0
LOC_Os02g33380,2,0,1,0,2,0,0,0
LOC_Os02g33560,2,0,0,0,0,0,0,0
LOC_Os02g33590,0,0,0,0,0,0,1,0
LOC_Os02g33680,0,0,0,0,5,0,0,0
LOC_Os02g33770,0,0,1,0,0,0,0,0
LOC_Os02g34410,0,0,0,0,2,0,1,0
LOC_Os02g34560,0,0,0,0,1,0,0,0
LOC_Os02g34600,0,0,0,0,7,0,2,0
LOC_Os02g34930,0,0,0,0,0,1,0,0
LOC_Os02g34970,0,0,0,0,1,0,0,0
LOC_Os02g35180,0,0,0,0,0,2,0,5
LOC_Os02g35490,0,0,0,0,1,0,0,0
LOC_Os02g35770,0,0,0,0,4,0,2,0
LOC_Os02g35780,0,0,0,0,1,0,0,0
LOC_Os02g35870,0,0,0,0,1,0,0,0
LOC_Os02g35970,0,0,0,0,0,1,0,0
LOC_Os02g36150,0,0,0,0,1,0,0,0
LOC_Os02g36210,0,7,0,2,0,0,0,0
LOC_Os02g36490,0,0,0,0,6,0,0,0
LOC_Os02g37000,6,0,0,0,0,0,0,0
LOC_Os02g37070,2,0,0,0,0,0,0,0
LOC_Os02g37590,0,0,0,0,1,0,0,0
LOC_Os02g37930,0,0,0,0,3,0,0,0
LOC_Os02g37970,0,0,0,0,3,0,4,0
LOC_Os02g38386,7,0,0,0,0,0,0,0
LOC_Os02g38392,3,0,0,0,0,0,0,0
LOC_Os02g38840,2,0,0,0,2,0,2,0
LOC_Os02g39330,0,0,0,0,3,0,0,0
LOC_Os02g39390,2,0,0,0,0,0,0,0
LOC_Os02g39790,0,0,0,0,1,0,0,0
LOC_Os02g39850,0,0,0,0,1,0,0,0
LOC_Os02g39884,3,0,0,0,0,0,0,0
LOC_Os02g40260,0,3,0,0,0,0,0,0
LOC_Os02g40454,0,0,0,0,0,1,0,0
LOC_Os02g40700,0,0,0,0,1,0,0,0
LOC_Os02g40784,0,0,0,0,1,0,0,0
LOC_Os02g40900,14,0,0,0,0,0,0,0
LOC_Os02g41500,0,0,0,0,1,0,0,0
LOC_Os02g41510,0,0,0,0,0,0,1,0
LOC_Os02g41520,0,0,0,0,1,0,0,0
LOC_Os02g41580,0,0,0,0,2,0,0,0
LOC_Os02g41670,0,0,0,0,2,0,0,0
LOC_Os02g41840,0,0,0,0,7,0,0,0
LOC_Os02g41890,0,0,0,0,1,0,0,0
LOC_Os02g41954,0,0,0,0,6,0,1,0
LOC_Os02g42585,0,0,0,0,6,0,0,0
LOC_Os02g42850,0,0,0,0,1,0,0,0
LOC_Os02g42890,6,0,0,0,0,0,0,0
LOC_Os02g42990,0,0,0,0,1,0,1,0
LOC_Os02g43020,12,0,0,2,0,0,0,0
LOC_Os02g43330,0,0,0,0,17,0,3,0
LOC_Os02g43460,0,0,0,0,1,0,0,0
LOC_Os02g43540,0,0,0,0,2,0,0,0
LOC_Os02g43560,0,0,0,0,1,0,0,0
LOC_Os02g43770,0,0,0,0,10,0,3,0
LOC_Os02g43790,0,0,0,0,1,0,0,0
LOC_Os02g43920,0,0,0,0,1,0,0,0
LOC_Os02g43940,0,0,0,0,5,0,0,0
LOC_Os02g44090,0,0,0,0,9,0,1,0
LOC_Os02g44770,11,0,0,0,1,0,0,0
LOC_Os02g44870,0,0,0,0,15,0,4,0
LOC_Os02g44930,0,0,0,0,1,0,0,0
LOC_Os02g45200,0,0,0,0,1,0,0,0
LOC_Os02g45310,0,1,0,0,0,0,0,0
LOC_Os02g45380,0,0,0,0,2,0,0,0
LOC_Os02g45420,0,0,0,0,5,0,1,0
LOC_Os02g45670,0,0,0,0,0,1,0,0
LOC_Os02g45780,1,0,0,0,1,0,0,0
LOC_Os02g46030,0,0,0,0,4,0,0,0
LOC_Os02g46650,0,0,0,0,2,0,0,0
LOC_Os02g46660,0,0,0,0,0,2,0,0
LOC_Os02g46910,0,0,0,0,2,0,0,0
LOC_Os02g46970,0,1,0,0,0,0,0,0
LOC_Os02g46980,0,0,0,0,0,1,0,0
LOC_Os02g47110,6,0,0,0,0,0,0,0
LOC_Os02g47470,0,0,0,0,1,0,0,0
LOC_Os02g47650,0,0,0,0,1,0,0,0
LOC_Os02g47660,0,0,0,0,1,0,0,0
LOC_Os02g47810,0,0,0,0,1,0,0,0
LOC_Os02g47840,0,0,0,0,1,0,1,0
LOC_Os02g48110,12,0,0,0,0,0,0,0
LOC_Os02g48140,12,0,0,0,0,0,0,0
LOC_Os02g48190,0,0,0,0,3,0,1,0
LOC_Os02g48210,0,0,0,0,1,0,0,0
LOC_Os02g48320,0,0,0,0,3,0,1,0
LOC_Os02g48330,1,0,0,0,0,0,0,0
LOC_Os02g48350,14,0,0,0,0,0,0,0
LOC_Os02g48630,0,0,0,0,1,0,1,0
LOC_Os02g48640,0,0,0,0,1,0,0,0
LOC_Os02g48780,8,0,0,0,0,0,0,0
LOC_Os02g49060,0,0,0,0,0,1,0,0
LOC_Os02g49480,0,0,0,0,2,0,0,0
LOC_Os02g49610,8,0,0,0,0,0,0,0
LOC_Os02g49760,0,0,0,0,1,0,0,0
LOC_Os02g49840,5,0,0,0,0,0,0,0
LOC_Os02g49870,0,0,0,0,0,1,0,0
LOC_Os02g50350,0,0,0,0,7,0,9,0
LOC_Os02g50372,0,0,0,0,3,0,0,0
LOC_Os02g50600,0,0,0,0,1,0,0,0
LOC_Os02g50680,5,0,0,0,0,0,0,0
LOC_Os02g50690,0,0,0,0,4,0,2,0
LOC_Os02g50710,1,0,0,0,0,0,0,0
LOC_Os02g50900,0,0,0,0,1,0,0,0
LOC_Os02g51350,0,0,0,0,2,0,2,0
LOC_Os02g51730,0,0,0,0,2,0,0,0
LOC_Os02g51890,0,0,0,0,2,0,0,0
LOC_Os02g51930,1,0,0,0,0,0,0,0
LOC_Os02g52000,0,0,0,0,1,0,0,0
LOC_Os02g52010,0,0,0,0,7,0,0,0
LOC_Os02g52040,0,0,0,0,2,0,0,0
LOC_Os02g52140,16,0,0,0,0,0,0,0
LOC_Os02g52150,12,0,0,0,0,0,0,0
LOC_Os02g52210,0,0,0,0,2,0,0,0
LOC_Os02g52220,0,0,0,0,1,0,0,0
LOC_Os02g52370,0,0,0,0,2,0,0,0
LOC_Os02g52380,0,0,0,0,1,0,0,0
LOC_Os02g52670,0,0,0,0,4,0,1,0
LOC_Os02g52780,0,0,0,0,15,0,2,0
LOC_Os02g53320,33,0,3,0,0,0,0,0
LOC_Os02g53490,2,0,0,0,0,0,0,0
LOC_Os02g53530,0,0,0,0,0,1,0,0
LOC_Os02g54130,1,0,0,0,0,0,0,0
LOC_Os02g54140,36,0,1,0,0,0,0,0
LOC_Os02g54254,1,0,0,0,3,0,2,0
LOC_Os02g54600,0,0,0,0,1,0,0,0
LOC_Os02g54720,0,0,0,0,1,0,0,0
LOC_Os02g54730,10,0,0,0,0,0,0,0
LOC_Os02g54820,0,0,0,0,1,0,0,0
LOC_Os02g55290,0,0,0,0,1,0,0,0
LOC_Os02g55300,1,0,0,0,0,0,0,0
LOC_Os02g55430,0,0,0,0,1,0,0,0
LOC_Os02g55560,1,0,0,0,1,0,0,0
LOC_Os02g55970,0,0,0,0,5,0,1,0
LOC_Os02g56820,0,0,0,0,1,0,0,0
LOC_Os02g56860,0,0,0,0,1,0,0,0
LOC_Os02g56880,3,0,0,0,0,0,0,0
LOC_Os02g56900,5,0,0,2,5,0,0,0
LOC_Os02g57060,0,3,0,3,0,0,0,0
LOC_Os02g57140,0,1,0,0,0,0,0,0
LOC_Os02g57810,0,0,0,0,2,0,0,0
LOC_Os02g57840,0,0,0,0,14,0,8,0
LOC_Os02g58670,5,0,0,0,0,0,0,0
LOC_Os03g01740,0,0,0,0,7,0,2,0
LOC_Os03g01930,0,0,0,0,0,1,0,0
LOC_Os03g02260,16,0,0,0,0,0,0,0
LOC_Os03g02530,0,0,0,0,4,0,1,0
LOC_Os03g02685,0,0,0,0,9,0,2,0
LOC_Os03g02780,0,0,0,0,1,0,0,0
LOC_Os03g02874,1,0,0,0,0,0,0,0
LOC_Os03g02920,0,0,0,0,2,0,0,0
LOC_Os03g03034,0,0,0,0,2,0,1,0
LOC_Os03g03200,2,0,0,0,0,0,0,0
LOC_Os03g03350,0,1,0,0,0,0,0,0
LOC_Os03g03370,0,0,0,0,16,0,3,0
LOC_Os03g03450,0,0,0,0,2,0,0,0
LOC_Os03g03550,0,0,0,0,1,0,0,0
LOC_Os03g03700,0,0,0,0,1,0,0,0
LOC_Os03g03790,0,0,0,0,0,0,0,1
LOC_Os03g03980,8,0,0,0,0,0,0,0
LOC_Os03g04080,3,0,0,0,2,0,0,0
LOC_Os03g04190,0,0,0,0,5,0,0,0
LOC_Os03g04370,0,0,0,0,1,0,0,0
LOC_Os03g04770,0,0,0,0,6,0,1,0
LOC_Os03g04890,0,0,0,0,2,0,0,0
LOC_Os03g04920,0,0,0,0,1,0,0,0
LOC_Os03g04970,11,0,0,0,0,0,0,0
LOC_Os03g05530,0,0,0,0,0,1,0,1
LOC_Os03g05750,2,0,0,0,0,0,0,0
LOC_Os03g05920,0,0,0,0,2,0,0,0
LOC_Os03g06080,12,0,0,0,0,0,0,0
LOC_Os03g06220,1,0,0,0,0,0,0,0
LOC_Os03g06490,3,0,0,0,0,0,0,0
LOC_Os03g06520,0,0,0,0,6,0,1,0
LOC_Os03g06580,0,0,0,0,1,0,0,0
LOC_Os03g06630,4,0,0,0,0,0,0,0
LOC_Os03g07180,2,0,0,0,0,0,0,0
LOC_Os03g07530,0,0,0,0,1,0,0,0
LOC_Os03g07870,7,0,0,0,0,0,0,0
LOC_Os03g07880,2,0,0,0,0,0,0,0
LOC_Os03g08250,5,0,0,0,0,0,0,0
LOC_Os03g08284,0,0,0,0,1,0,0,0
LOC_Os03g08320,0,0,0,0,3,0,2,0
LOC_Os03g08330,0,0,0,0,3,0,1,0
LOC_Os03g08490,0,0,0,0,1,0,0,0
LOC_Os03g08520,0,0,0,0,1,0,1,0
LOC_Os03g08550,0,0,0,0,2,0,3,0
LOC_Os03g08580,2,0,0,0,0,0,0,0
LOC_Os03g08840,0,0,0,0,2,0,0,0
LOC_Os03g09140,0,0,0,0,1,0,0,0
LOC_Os03g09170,0,0,0,0,15,0,3,0
LOC_Os03g09250,1,0,0,0,8,0,0,0
LOC_Os03g10110,0,0,0,0,5,0,0,0
LOC_Os03g10140,0,0,0,0,5,0,0,0
LOC_Os03g10210,0,0,0,0,3,0,1,0
LOC_Os03g10260,0,0,0,0,1,0,0,0
LOC_Os03g10880,0,0,0,0,0,2,0,0
LOC_Os03g11440,5,0,0,0,0,0,0,0
LOC_Os03g11550,0,0,0,0,12,0,1,0
LOC_Os03g11900,0,0,0,0,2,0,0,0
LOC_Os03g11910,52,0,10,0,0,0,0,0
LOC_Os03g12110,0,0,0,0,1,0,0,0
LOC_Os03g12230,0,0,0,0,1,0,0,0
LOC_Os03g12350,0,0,0,0,2,0,0,0
LOC_Os03g12530,0,0,0,0,0,1,0,0
LOC_Os03g12700,0,0,0,0,0,1,0,0
LOC_Os03g12790,0,0,0,0,0,1,0,1
LOC_Os03g12820,5,0,0,0,6,0,1,0
LOC_Os03g13010,0,0,0,0,0,1,0,0
LOC_Os03g13450,9,0,0,0,0,0,0,0
LOC_Os03g13740,0,0,0,0,1,0,0,0
LOC_Os03g13800,1,0,0,0,0,0,0,0
LOC_Os03g13850,6,0,0,0,0,0,0,0
LOC_Os03g14010,0,0,0,0,2,0,0,0
LOC_Os03g14050,0,0,0,0,6,0,2,0
LOC_Os03g14090,0,0,0,0,1,0,0,0
LOC_Os03g14180,43,0,16,0,0,0,0,0
LOC_Os03g14590,0,0,0,0,8,0,1,0
LOC_Os03g14642,0,1,0,0,0,0,0,0
LOC_Os03g15270,0,0,0,0,9,0,1,0
LOC_Os03g15720,10,0,0,0,0,0,0,0
LOC_Os03g15780,0,0,0,0,2,0,0,0
LOC_Os03g15790,0,0,0,0,1,0,0,0
LOC_Os03g15890,11,0,0,0,0,0,0,0
LOC_Os03g15960,47,0,9,0,0,0,0,0
LOC_Os03g16020,24,0,0,0,0,0,0,0
LOC_Os03g16030,36,0,8,0,0,0,0,0
LOC_Os03g16040,38,0,6,0,0,0,0,0
LOC_Os03g16170,1,0,0,0,14,0,2,0
LOC_Os03g16334,0,0,0,0,2,0,0,0
LOC_Os03g16350,0,0,0,0,4,0,1,0
LOC_Os03g16460,16,0,0,0,0,0,0,0
LOC_Os03g16570,6,0,0,0,0,0,0,0
LOC_Os03g16670,0,0,0,0,10,0,7,0
LOC_Os03g16690,0,0,0,0,2,0,0,0
LOC_Os03g16860,4,0,0,12,0,0,0,0
LOC_Os03g16874,44,0,8,0,0,0,0,0
LOC_Os03g16920,59,0,19,0,0,0,0,0
LOC_Os03g16950,2,0,0,0,0,0,0,0
LOC_Os03g17000,0,0,0,0,1,0,0,0
LOC_Os03g17060,10,0,0,0,0,0,0,0
LOC_Os03g17164,0,0,0,0,8,0,1,0
LOC_Os03g17690,2,0,0,0,0,0,0,0
LOC_Os03g17700,0,0,0,0,4,0,1,0
LOC_Os03g17760,0,0,0,0,1,0,0,0
LOC_Os03g17790,0,0,0,0,8,0,2,0
LOC_Os03g18030,0,0,0,0,4,0,0,0
LOC_Os03g18070,0,0,0,0,0,0,0,2
LOC_Os03g18130,0,0,0,0,2,0,2,0
LOC_Os03g18190,6,0,0,0,0,0,0,0
LOC_Os03g18200,11,0,0,0,0,0,0,0
LOC_Os03g18490,0,0,0,0,10,0,1,0
LOC_Os03g18600,0,0,0,0,0,9,0,0
LOC_Os03g18680,0,0,0,0,4,0,0,0
LOC_Os03g18770,0,0,0,0,1,0,0,0
LOC_Os03g18870,32,0,1,0,0,0,0,0
LOC_Os03g18910,0,0,0,0,2,0,0,0
LOC_Os03g19200,0,0,0,0,1,0,0,0
LOC_Os03g19240,0,0,0,0,0,1,0,0
LOC_Os03g19290,0,0,0,0,0,0,1,0
LOC_Os03g20120,10,0,0,0,7,0,0,0
LOC_Os03g20330,0,0,1,0,0,0,0,0
LOC_Os03g20370,0,0,0,0,2,0,0,0
LOC_Os03g20460,5,0,0,0,0,0,0,0
LOC_Os03g20550,0,0,0,0,9,0,1,0
LOC_Os03g20840,0,0,0,0,1,0,0,0
LOC_Os03g20860,1,0,0,0,0,0,0,0
LOC_Os03g20870,1,0,0,0,0,0,0,0
LOC_Os03g20910,0,0,0,0,1,0,0,0
LOC_Os03g21210,3,0,0,0,2,0,0,0
LOC_Os03g21260,1,0,0,0,0,0,0,0
LOC_Os03g21560,0,0,0,0,0,1,0,0
LOC_Os03g21640,0,0,0,0,2,0,0,0
LOC_Os03g22050,1,0,1,0,0,0,0,0
LOC_Os03g22120,0,0,0,0,1,0,1,0
LOC_Os03g22200,0,0,0,0,9,0,1,0
LOC_Os03g22350,7,0,0,0,0,0,0,0
LOC_Os03g22510,0,0,0,0,3,0,0,0
LOC_Os03g22680,0,0,0,0,0,0,1,0
LOC_Os03g22790,0,0,0,0,8,0,0,0
LOC_Os03g22820,0,0,0,0,2,0,2,0
LOC_Os03g23050,0,0,0,0,1,0,0,0
LOC_Os03g23110,0,0,0,0,1,0,0,0
LOC_Os03g24040,0,0,0,0,1,0,0,0
LOC_Os03g24070,12,0,0,0,0,0,0,0
LOC_Os03g24100,0,0,0,0,1,0,0,0
LOC_Os03g24610,1,0,0,0,0,0,0,0
LOC_Os03g24930,0,0,0,0,0,1,0,0
LOC_Os03g25050,16,0,0,0,0,0,0,0
LOC_Os03g25750,0,0,0,0,2,0,1,0
LOC_Os03g25760,0,0,0,0,6,0,0,0
LOC_Os03g25770,7,0,0,0,0,0,0,0
LOC_Os03g25790,0,0,0,0,4,0,1,0
LOC_Os03g26460,17,0,0,0,0,0,0,0
LOC_Os03g26530,0,0,0,0,0,1,0,1
LOC_Os03g26870,0,0,0,0,10,0,0,0
LOC_Os03g26910,0,0,0,0,13,0,1,0
LOC_Os03g27080,0,0,0,0,1,0,0,0
LOC_Os03g28170,0,1,0,0,0,0,0,0
LOC_Os03g28940,0,0,0,0,3,0,0,0
LOC_Os03g29150,0,22,0,2,0,0,0,0
LOC_Os03g29770,0,0,1,0,0,0,1,0
LOC_Os03g30300,23,0,0,0,0,0,0,0
LOC_Os03g30420,2,0,0,0,0,0,0,0
LOC_Os03g31180,0,0,0,0,1,0,0,0
LOC_Os03g31300,31,0,0,0,0,0,0,0
LOC_Os03g31510,0,0,0,0,2,0,0,0
LOC_Os03g31750,0,0,0,0,0,0,1,0
LOC_Os03g32230,0,0,0,0,0,0,1,0
LOC_Os03g32420,0,0,0,0,2,0,1,0
LOC_Os03g32460,0,1,0,0,0,0,0,0
LOC_Os03g33580,0,0,0,0,3,0,0,0
LOC_Os03g33650,0,0,0,0,1,0,0,0
LOC_Os03g36279,1,0,0,0,0,0,0,0
LOC_Os03g38500,4,0,0,0,0,0,0,0
LOC_Os03g38540,0,0,1,0,0,0,0,0
LOC_Os03g38950,0,0,1,0,0,0,0,0
LOC_Os03g38960,1,0,0,0,0,0,0,0
LOC_Os03g38970,0,0,0,0,1,0,0,0
LOC_Os03g39710,0,0,0,0,1,0,0,0
LOC_Os03g40194,0,0,0,0,2,0,0,0
LOC_Os03g40260,22,0,0,0,0,0,0,0
LOC_Os03g40540,0,0,0,0,2,0,0,0
LOC_Os03g40930,0,0,0,0,2,0,0,0
LOC_Os03g41060,1,0,0,0,2,0,0,0
LOC_Os03g42070,0,0,0,0,0,2,0,0
LOC_Os03g42520,0,0,0,0,12,0,2,0
LOC_Os03g42600,0,0,0,0,0,0,1,0
LOC_Os03g42810,8,0,0,0,0,0,0,0
LOC_Os03g43470,0,0,0,0,0,1,0,0
LOC_Os03g43590,0,0,0,0,2,0,0,0
LOC_Os03g43750,2,0,0,0,0,0,0,0
LOC_Os03g43880,0,0,0,0,3,0,4,0
LOC_Os03g44380,0,0,0,0,19,0,2,0
LOC_Os03g44530,0,0,1,0,0,0,0,0
LOC_Os03g44780,6,0,0,0,0,0,0,0
LOC_Os03g44810,0,0,0,0,3,0,0,0
LOC_Os03g44835,0,0,0,0,1,0,0,0
LOC_Os03g45280,0,0,0,0,2,0,0,0
LOC_Os03g45619,0,3,0,0,0,0,0,0
LOC_Os03g46060,1,0,0,0,0,0,0,0
LOC_Os03g47500,1,0,0,0,0,0,0,0
LOC_Os03g47610,0,0,1,0,0,0,0,0
LOC_Os03g48490,0,0,0,0,1,0,0,0
LOC_Os03g48710,0,0,0,0,1,0,0,0
LOC_Os03g49190,0,0,0,0,1,0,0,0
LOC_Os03g49350,0,0,0,0,1,0,1,0
LOC_Os03g49380,4,0,0,0,3,0,1,0
LOC_Os03g49430,18,0,0,0,0,0,0,0
LOC_Os03g49440,0,0,0,0,7,0,0,0
LOC_Os03g49730,3,0,0,0,0,0,0,0
LOC_Os03g50030,0,1,0,0,0,0,0,0
LOC_Os03g50130,8,0,0,1,0,0,0,0
LOC_Os03g50160,0,0,0,0,1,0,1,0
LOC_Os03g50250,1,0,0,0,0,0,0,0
LOC_Os03g50280,0,0,0,0,2,0,0,0
LOC_Os03g50810,0,0,0,0,2,0,0,0
LOC_Os03g50960,0,0,0,0,2,0,2,0
LOC_Os03g51010,13,0,0,0,1,0,0,0
LOC_Os03g51200,2,0,0,0,0,0,0,0
LOC_Os03g51350,0,0,0,0,9,0,0,0
LOC_Os03g51459,30,0,1,0,0,0,0,0
LOC_Os03g51740,0,0,0,0,2,0,0,0
LOC_Os03g51760,12,0,0,0,0,0,0,0
LOC_Os03g51920,25,0,1,0,7,0,2,0
LOC_Os03g52010,0,0,0,0,0,2,0,0
LOC_Os03g52070,0,0,0,0,0,1,0,0
LOC_Os03g52340,10,0,0,0,0,0,0,0
LOC_Os03g52430,2,0,0,0,0,0,0,0
LOC_Os03g52860,0,0,1,0,1,0,0,0
LOC_Os03g53020,0,0,0,0,2,0,0,0
LOC_Os03g53200,0,0,0,0,7,0,2,0
LOC_Os03g53220,0,0,0,0,1,0,0,0
LOC_Os03g53340,12,0,0,0,0,0,0,0
LOC_Os03g53400,33,0,3,0,0,0,0,0
LOC_Os03g53540,0,0,0,0,4,0,0,0
LOC_Os03g53750,1,0,0,0,0,0,0,0
LOC_Os03g53910,42,0,2,0,0,0,0,0
LOC_Os03g54760,0,0,0,0,1,0,0,0
LOC_Os03g55020,0,0,0,0,0,1,0,0
LOC_Os03g55050,1,0,0,0,0,0,0,0
LOC_Os03g55090,1,0,0,0,0,0,0,0
LOC_Os03g55290,0,0,0,0,0,0,1,0
LOC_Os03g55320,3,0,0,0,2,0,0,0
LOC_Os03g55340,0,0,0,0,1,0,0,0
LOC_Os03g55350,0,0,0,0,1,0,0,0
LOC_Os03g55420,0,0,0,0,2,0,0,0
LOC_Os03g55430,0,0,0,0,1,0,0,0
LOC_Os03g55530,0,0,0,1,0,0,0,0
LOC_Os03g55610,0,0,0,0,1,0,0,0
LOC_Os03g55800,0,0,0,0,4,0,1,0
