#Supplemental Data. Wilkins et al. Plant Cell (2016) 10.1105/tpc.16.00158.,,,,,,,,
LOC_Os08g39150,7,0,0,0,0,0,0,0
LOC_Os08g39560,16,0,0,0,0,0,0,0
LOC_Os08g39840,0,0,0,0,1,0,0,0
LOC_Os08g40270,0,0,0,0,2,0,0,0
LOC_Os08g40680,1,0,0,0,0,0,0,0
LOC_Os08g40690,1,0,0,0,0,0,0,0
LOC_Os08g40850,0,0,0,0,2,0,1,0
LOC_Os08g40910,7,0,0,0,0,0,0,0
LOC_Os08g41070,1,0,0,0,0,0,0,0
LOC_Os08g41390,11,0,0,6,0,0,0,0
LOC_Os08g41550,0,0,0,0,1,0,0,0
LOC_Os08g41630,0,0,0,0,1,0,0,0
LOC_Os08g41820,0,0,0,0,0,1,0,0
LOC_Os08g42470,0,0,0,0,3,0,0,0
LOC_Os08g42530,0,0,0,0,0,2,0,0
LOC_Os08g42750,0,0,0,0,1,0,0,0
LOC_Os08g42960,0,0,0,0,5,0,1,0
LOC_Os08g43180,0,0,0,0,1,0,0,0
LOC_Os08g43210,0,0,0,0,1,0,0,0
LOC_Os08g43300,15,0,0,0,0,0,0,0
LOC_Os08g43334,9,0,0,0,0,0,0,0
LOC_Os08g43390,0,0,0,0,0,1,0,0
LOC_Os08g43440,0,0,0,0,0,1,0,0
LOC_Os08g43620,5,0,0,0,1,0,0,0
LOC_Os08g44015,3,0,0,0,0,0,0,0
LOC_Os08g44330,8,0,0,0,0,0,0,0
LOC_Os08g44340,0,0,0,0,6,0,1,0
LOC_Os08g44360,1,0,2,0,0,0,0,0
LOC_Os09g01960,0,0,0,0,2,0,0,0
LOC_Os09g02180,1,0,0,0,1,0,0,0
LOC_Os09g02710,0,0,0,0,1,0,0,0
LOC_Os09g04160,0,0,0,0,2,0,0,0
LOC_Os09g06634,1,0,0,0,0,0,0,0
LOC_Os09g08130,0,0,0,0,2,0,0,0
LOC_Os09g09930,0,0,0,0,1,0,0,0
LOC_Os09g10204,3,0,0,0,0,0,0,0
LOC_Os09g10340,0,3,0,0,0,0,0,0
LOC_Os09g10690,0,0,0,0,0,1,0,0
LOC_Os09g11005,1,0,0,0,0,0,0,0
LOC_Os09g11250,7,0,0,0,0,0,0,0
LOC_Os09g14670,15,0,0,0,0,0,0,0
LOC_Os09g15420,0,0,0,0,2,0,0,0
LOC_Os09g15670,0,0,0,0,15,0,2,0
LOC_Os09g16000,0,0,0,0,1,0,0,0
LOC_Os09g16330,0,0,0,0,2,0,1,0
LOC_Os09g16760,1,0,0,0,0,0,0,0
LOC_Os09g17152,0,0,0,0,0,0,1,0
LOC_Os09g17560,0,1,0,1,0,0,0,0
LOC_Os09g19890,0,0,0,0,1,0,0,0
LOC_Os09g20000,0,0,0,0,2,0,1,0
LOC_Os09g20480,0,0,0,0,5,0,0,0
LOC_Os09g20940,0,0,0,0,1,0,0,0
LOC_Os09g21120,0,0,0,0,16,0,3,0
LOC_Os09g21180,0,0,0,0,11,0,3,0
LOC_Os09g21710,1,0,0,0,0,0,0,0
LOC_Os09g23150,0,0,0,0,1,0,0,0
LOC_Os09g23350,0,0,0,0,3,0,1,0
LOC_Os09g23595,1,0,0,0,5,0,0,0
LOC_Os09g23620,0,0,0,0,2,0,0,0
LOC_Os09g24840,0,0,0,0,1,0,0,0
LOC_Os09g24850,1,0,0,0,0,0,0,0
LOC_Os09g24900,0,0,0,0,1,0,0,0
LOC_Os09g24970,0,0,0,0,1,0,0,0
LOC_Os09g25060,1,0,0,0,0,0,0,0
LOC_Os09g25090,0,0,0,0,7,0,3,0
LOC_Os09g25314,1,0,0,0,0,0,0,0
LOC_Os09g25690,4,0,0,0,5,0,4,0
LOC_Os09g25770,0,0,0,0,1,0,0,0
LOC_Os09g26200,1,0,0,0,0,0,0,0
LOC_Os09g26300,0,0,0,0,1,0,0,0
LOC_Os09g26570,0,0,0,1,0,0,0,0
LOC_Os09g26670,0,0,0,0,0,2,0,0
LOC_Os09g26880,0,0,0,0,3,0,2,0
LOC_Os09g26920,0,0,0,0,7,0,4,0
LOC_Os09g26970,0,0,0,0,1,0,0,0
LOC_Os09g27010,0,0,0,0,18,0,3,0
LOC_Os09g27260,4,0,0,0,0,0,0,0
LOC_Os09g27330,0,0,0,0,4,0,0,0
LOC_Os09g27670,2,0,0,0,0,0,0,0
LOC_Os09g27680,1,0,0,0,0,0,0,0
LOC_Os09g27830,21,0,0,0,0,0,0,0
LOC_Os09g27950,0,0,0,0,3,0,0,0
LOC_Os09g28000,0,0,0,0,1,0,0,0
LOC_Os09g28160,0,0,0,0,2,0,0,0
LOC_Os09g28180,0,0,0,0,2,0,0,0
LOC_Os09g28210,0,0,0,0,7,0,0,0
LOC_Os09g28300,0,0,0,0,1,0,0,0
LOC_Os09g28354,3,0,0,0,0,0,0,0
LOC_Os09g28750,1,0,0,0,0,0,0,0
LOC_Os09g28760,6,0,0,0,0,0,0,0
LOC_Os09g28910,0,0,0,0,1,0,1,0
LOC_Os09g29130,0,0,0,0,0,0,0,1
LOC_Os09g29584,0,0,0,0,1,0,0,0
LOC_Os09g29820,0,0,0,0,0,1,0,0
LOC_Os09g29840,17,0,0,0,0,0,0,0
LOC_Os09g29940,0,0,0,0,1,0,0,0
LOC_Os09g30160,0,0,0,0,6,0,0,0
LOC_Os09g30250,0,0,0,0,2,0,0,0
LOC_Os09g30412,7,0,0,0,0,0,0,0
LOC_Os09g30490,0,0,0,0,1,0,0,0
LOC_Os09g31120,0,0,0,0,4,0,0,0
LOC_Os09g31200,0,0,0,0,9,0,0,0
LOC_Os09g31482,1,0,0,2,0,0,0,0
LOC_Os09g31486,10,0,0,0,0,0,0,0
LOC_Os09g32095,3,0,0,0,0,0,0,0
LOC_Os09g32964,0,1,0,0,0,0,0,0
LOC_Os09g33460,0,0,0,0,0,1,0,0
LOC_Os09g33530,0,0,0,0,0,0,1,0
LOC_Os09g33555,0,0,0,0,0,0,0,1
LOC_Os09g33780,7,0,0,0,0,0,0,0
LOC_Os09g33800,12,0,0,0,0,0,0,0
LOC_Os09g33820,3,0,0,0,0,0,0,0
LOC_Os09g33900,1,0,0,0,0,0,0,0
LOC_Os09g34230,0,0,0,0,2,0,0,0
LOC_Os09g34890,0,0,0,0,0,2,0,0
LOC_Os09g35790,12,0,0,0,0,0,0,0
LOC_Os09g35940,0,0,0,0,0,1,0,0
LOC_Os09g36200,0,0,0,0,8,0,1,0
LOC_Os09g36580,0,0,0,0,0,1,0,0
LOC_Os09g36730,0,0,0,0,0,1,0,0
LOC_Os09g36790,0,0,0,0,7,0,1,0
LOC_Os09g37910,0,31,0,0,0,0,0,0
LOC_Os09g38020,1,0,0,0,0,0,0,0
LOC_Os09g38090,0,0,0,0,0,1,0,0
LOC_Os09g38130,0,0,0,0,2,0,0,0
LOC_Os09g38310,0,0,0,0,1,0,0,0
LOC_Os09g38320,0,0,0,0,16,0,8,0
LOC_Os09g38370,1,0,0,0,0,0,0,0
LOC_Os09g38620,28,0,0,0,0,0,0,0
LOC_Os09g38850,0,0,0,0,1,0,0,0
LOC_Os09g38910,0,0,0,0,1,0,0,0
LOC_Os09g39020,2,0,0,0,0,0,0,0
LOC_Os09g39910,0,0,0,0,7,0,1,0
LOC_Os09g39940,0,0,0,0,1,0,0,0
LOC_Os09g39960,0,0,0,0,1,0,0,0
LOC_Os10g01080,0,0,0,0,0,1,0,0
LOC_Os10g01470,0,0,0,0,1,0,0,0
LOC_Os10g02340,0,0,0,0,0,1,0,0
LOC_Os10g02880,0,1,0,1,0,0,0,0
LOC_Os10g03100,1,0,0,0,0,0,0,0
LOC_Os10g04060,0,0,0,0,1,0,0,0
LOC_Os10g04074,0,0,0,0,1,0,0,0
LOC_Os10g04290,0,1,0,0,0,0,0,0
LOC_Os10g04450,0,0,0,0,1,0,0,0
LOC_Os10g05400,0,0,0,0,1,0,0,0
LOC_Os10g05490,0,1,0,0,0,0,0,2
LOC_Os10g05780,0,0,0,0,0,3,0,1
LOC_Os10g09240,5,0,0,0,2,0,0,0
LOC_Os10g09500,1,0,0,0,2,0,0,0
LOC_Os10g09850,1,0,0,0,0,0,0,0
LOC_Os10g11340,2,0,0,0,0,0,0,0
LOC_Os10g11889,0,0,0,1,0,0,0,0
LOC_Os10g11980,0,0,0,0,1,0,0,0
LOC_Os10g13970,0,0,0,0,1,0,0,0
LOC_Os10g14920,0,0,0,1,0,0,0,0
LOC_Os10g17260,1,0,0,0,0,0,0,0
LOC_Os10g17489,0,0,0,0,2,0,0,0
LOC_Os10g18370,0,0,0,1,0,0,0,0
LOC_Os10g20470,0,0,0,0,1,0,0,0
LOC_Os10g21192,1,2,0,0,0,2,1,0
LOC_Os10g21590,1,0,0,0,0,0,0,0
LOC_Os10g22050,0,0,0,0,9,0,4,0
LOC_Os10g22520,0,0,0,0,1,0,1,0
LOC_Os10g23050,0,0,0,0,2,0,0,0
LOC_Os10g24230,0,0,0,0,1,0,0,0
LOC_Os10g25010,0,0,0,0,1,0,0,0
LOC_Os10g25230,0,0,0,0,1,0,2,0
LOC_Os10g25290,0,0,0,0,5,0,2,0
LOC_Os10g25400,0,0,0,0,2,0,1,0
LOC_Os10g25450,1,0,0,0,0,0,0,0
LOC_Os10g26150,0,0,0,0,4,0,1,0
LOC_Os10g26940,0,0,0,0,0,0,1,0
LOC_Os10g27090,1,0,0,0,0,0,0,0
LOC_Os10g27330,1,0,0,0,0,0,0,0
LOC_Os10g28000,0,0,0,0,1,0,0,0
LOC_Os10g28040,5,0,0,0,0,0,0,0
LOC_Os10g28340,13,0,0,0,0,0,0,0
LOC_Os10g28440,3,0,0,0,0,0,0,0
LOC_Os10g28680,0,0,0,0,1,0,0,0
LOC_Os10g28970,1,0,0,0,0,0,0,0
LOC_Os10g29220,2,0,0,0,0,0,0,0
LOC_Os10g29514,1,0,0,0,0,0,0,0
LOC_Os10g30450,6,0,0,0,0,0,0,0
LOC_Os10g31330,1,0,0,0,0,0,0,0
LOC_Os10g31950,0,0,0,0,4,0,0,0
LOC_Os10g31990,0,0,0,0,1,0,0,0
LOC_Os10g32030,0,0,0,0,2,0,0,0
LOC_Os10g32550,17,0,0,0,0,0,0,0
LOC_Os10g32680,1,0,0,0,0,0,0,0
LOC_Os10g32810,0,0,0,0,12,0,5,0
LOC_Os10g32840,0,0,0,0,2,0,1,0
LOC_Os10g33040,0,0,0,0,2,0,1,0
LOC_Os10g33450,0,0,0,0,1,0,0,0
LOC_Os10g33900,0,0,0,0,0,1,0,0
LOC_Os10g34230,0,0,0,0,0,2,0,0
LOC_Os10g34520,4,0,0,0,0,0,0,0
LOC_Os10g35050,1,0,0,0,0,0,0,0
LOC_Os10g35070,0,0,0,0,10,0,3,0
LOC_Os10g35370,1,0,0,0,0,0,0,0
LOC_Os10g35460,0,0,0,0,0,0,1,0
LOC_Os10g35670,1,0,0,0,0,0,0,0
LOC_Os10g35770,0,0,0,0,2,0,0,0
LOC_Os10g36180,0,0,0,0,9,0,3,0
LOC_Os10g36360,0,0,0,0,2,0,1,0
LOC_Os10g36500,0,0,1,0,0,1,0,2
LOC_Os10g36960,0,0,0,0,1,0,0,0
LOC_Os10g37230,0,0,0,0,1,0,0,0
LOC_Os10g37290,0,0,0,0,0,1,0,0
LOC_Os10g37340,0,0,0,0,8,0,4,0
LOC_Os10g37630,5,0,0,0,0,0,0,0
LOC_Os10g37640,20,0,0,0,0,0,0,0
LOC_Os10g37660,0,0,0,0,7,0,1,0
LOC_Os10g37670,0,0,0,0,1,0,0,0
LOC_Os10g37760,0,0,0,0,2,0,0,0
LOC_Os10g37850,2,0,0,0,0,0,0,0
LOC_Os10g38040,0,0,0,0,13,0,3,0
LOC_Os10g38080,0,0,0,0,0,0,1,0
LOC_Os10g38710,0,0,0,0,0,1,0,0
LOC_Os10g38740,0,1,0,0,0,0,0,0
LOC_Os10g38940,0,0,0,0,0,0,0,1
LOC_Os10g39220,13,0,0,0,0,0,0,0
LOC_Os10g39500,15,0,2,0,0,0,0,0
LOC_Os10g39640,0,0,0,0,3,0,0,0
LOC_Os10g39660,0,0,0,0,3,0,0,0
LOC_Os10g39780,0,0,0,0,1,0,0,0
LOC_Os10g39870,1,0,0,0,0,0,0,0
LOC_Os10g39920,0,0,0,0,7,0,0,0
LOC_Os10g40040,0,0,0,0,0,0,1,0
LOC_Os10g40480,0,0,0,0,2,0,0,0
LOC_Os10g40614,0,0,0,0,3,0,2,0
LOC_Os10g40640,0,0,0,0,2,0,0,0
LOC_Os10g40700,0,0,0,0,0,0,0,1
LOC_Os10g40710,0,5,0,0,0,0,0,0
LOC_Os10g40720,0,0,0,0,0,1,0,1
LOC_Os10g41550,0,0,0,0,3,0,0,0
LOC_Os10g42150,1,0,0,0,0,0,0,0
LOC_Os10g42190,8,0,0,0,0,0,0,0
LOC_Os10g42610,0,2,0,0,0,0,0,0
LOC_Os10g42780,0,23,0,3,0,0,0,0
LOC_Os10g42880,0,0,0,0,1,0,0,0
LOC_Os10g42960,0,0,0,0,5,0,3,0
LOC_Os10g43060,0,0,0,0,2,0,0,0
LOC_Os11g01550,0,0,0,0,2,0,0,0
LOC_Os11g01875,6,0,0,0,0,0,0,0
LOC_Os11g02090,4,0,0,0,0,0,0,0
LOC_Os11g02130,0,0,0,0,2,0,0,0
LOC_Os11g02520,0,1,0,0,0,0,0,0
LOC_Os11g02820,2,0,0,0,0,0,0,0
LOC_Os11g03300,0,0,0,0,12,0,10,0
LOC_Os11g03780,0,0,0,0,1,0,2,0
LOC_Os11g03900,0,0,0,0,1,0,0,0
LOC_Os11g04104,0,0,0,0,6,0,1,0
LOC_Os11g04520,1,0,0,0,0,0,0,0
LOC_Os11g04720,0,0,0,0,0,7,0,5
LOC_Os11g04860,0,0,0,0,0,4,0,1
LOC_Os11g04954,9,0,0,0,0,0,0,0
LOC_Os11g05050,0,0,0,0,0,1,0,0
LOC_Os11g05170,36,0,2,0,0,0,0,0
LOC_Os11g05380,0,0,0,0,3,0,2,0
LOC_Os11g05410,0,0,0,0,5,0,0,0
LOC_Os11g05470,0,0,0,1,0,0,0,0
LOC_Os11g05550,0,0,0,0,0,2,0,0
LOC_Os11g05650,1,0,0,0,0,0,0,0
LOC_Os11g06130,0,0,0,0,4,0,0,0
LOC_Os11g06150,0,0,0,0,1,0,0,0
LOC_Os11g06770,0,0,0,0,6,0,0,0
LOC_Os11g06780,0,0,0,0,1,0,0,0
LOC_Os11g07225,0,0,0,0,1,0,0,0
LOC_Os11g07440,1,0,0,0,0,0,0,0
LOC_Os11g07600,0,0,0,0,3,0,1,0
LOC_Os11g07911,0,0,0,0,8,0,1,0
LOC_Os11g08370,0,0,0,0,1,0,0,0
LOC_Os11g09020,1,0,0,0,0,0,0,0
LOC_Os11g09160,12,0,0,0,0,0,0,0
LOC_Os11g09280,2,0,0,0,0,0,0,0
LOC_Os11g10770,0,0,0,0,1,0,0,0
LOC_Os11g11020,5,0,0,0,0,0,0,0
LOC_Os11g13670,0,0,0,0,3,0,0,0
LOC_Os11g13750,0,6,0,0,0,0,0,0
LOC_Os11g13980,33,0,9,0,0,0,0,0
LOC_Os11g16310,0,0,0,0,0,4,0,1
LOC_Os11g16550,0,0,0,0,0,2,0,0
LOC_Os11g18730,0,1,0,0,0,0,0,0
LOC_Os11g18830,8,0,0,0,0,0,0,0
LOC_Os11g19864,2,0,0,0,0,0,0,0
LOC_Os11g24070,0,0,0,0,1,0,6,0
LOC_Os11g24570,0,0,0,0,0,1,0,0
LOC_Os11g25780,0,0,0,0,4,0,0,0
LOC_Os11g26390,1,0,0,0,0,0,0,0
LOC_Os11g26570,1,0,0,0,5,0,1,0
LOC_Os11g26750,1,0,0,0,0,0,0,0
LOC_Os11g26760,0,0,0,0,8,0,1,0
LOC_Os11g26780,0,0,0,0,8,0,2,0
LOC_Os11g26790,1,0,0,0,4,0,1,0
LOC_Os11g26920,0,0,0,0,0,1,0,0
LOC_Os11g29290,0,0,0,0,2,0,0,0
LOC_Os11g29370,0,0,0,1,0,0,0,0
LOC_Os11g29720,0,0,0,0,0,1,0,0
LOC_Os11g29870,0,0,0,0,2,0,0,0
LOC_Os11g30500,0,0,0,0,13,0,1,0
LOC_Os11g30760,0,0,0,0,10,0,1,0
LOC_Os11g31060,13,0,0,0,0,0,0,0
LOC_Os11g31740,3,0,0,0,0,0,0,0
LOC_Os11g31950,0,0,0,0,1,0,0,0
LOC_Os11g32880,0,0,1,0,0,0,0,0
LOC_Os11g32890,16,0,0,0,0,0,0,0
LOC_Os11g33050,1,0,0,0,1,0,0,0
LOC_Os11g34110,0,0,0,0,0,1,0,0
LOC_Os11g34460,0,0,1,0,0,0,0,0
LOC_Os11g34690,4,0,0,0,0,0,0,0
LOC_Os11g34700,1,0,0,0,0,0,0,0
LOC_Os11g35490,0,0,0,0,1,0,0,0
LOC_Os11g36120,0,0,0,0,1,0,0,0
LOC_Os11g37080,0,0,1,0,0,0,0,0
LOC_Os11g37230,3,0,0,0,0,0,0,0
LOC_Os11g37700,0,1,0,0,0,0,0,0
LOC_Os11g38190,1,0,0,0,0,0,0,0
LOC_Os11g38250,3,0,0,0,0,0,0,0
LOC_Os11g38650,1,0,0,0,0,0,0,0
LOC_Os11g40810,0,0,0,0,2,0,0,0
LOC_Os11g40840,0,0,0,0,1,0,0,0
LOC_Os11g41150,1,0,0,0,0,0,0,0
LOC_Os11g41210,0,0,0,0,1,0,0,0
LOC_Os11g41600,0,0,0,0,11,0,8,0
LOC_Os11g42790,0,0,0,0,3,0,0,0
LOC_Os11g43510,1,0,0,0,0,0,0,0
LOC_Os11g44800,7,0,0,0,1,0,0,0
LOC_Os11g45740,0,0,0,0,3,0,1,0
LOC_Os11g45990,0,1,0,0,0,0,0,0
LOC_Os11g46000,0,2,0,3,0,0,0,0
LOC_Os11g47460,0,0,0,0,0,2,0,0
LOC_Os11g47500,1,0,0,0,0,0,0,0
LOC_Os11g47600,1,0,0,0,0,0,0,0
LOC_Os11g47840,0,0,0,0,1,0,0,0
LOC_Os11g47980,2,0,0,0,0,0,0,0
LOC_Os12g01930,4,0,0,0,0,0,0,0
LOC_Os12g02050,4,0,0,0,0,0,0,0
LOC_Os12g02080,0,0,0,0,1,0,0,0
LOC_Os12g02420,0,0,0,0,2,0,0,0
LOC_Os12g02800,2,0,0,0,1,0,1,0
LOC_Os12g02910,5,0,0,0,0,0,0,0
LOC_Os12g03040,0,0,0,0,14,0,12,0
LOC_Os12g03720,0,0,0,0,1,0,0,0
LOC_Os12g03899,0,0,0,0,1,0,0,0
LOC_Os12g04010,0,0,0,0,0,1,0,0
LOC_Os12g04500,0,0,0,0,0,8,0,6
LOC_Os12g05210,0,0,0,0,14,0,11,0
LOC_Os12g05260,0,0,0,0,6,0,6,0
LOC_Os12g05330,0,0,0,0,9,0,2,0
LOC_Os12g05440,0,0,0,0,1,0,0,0
LOC_Os12g05550,0,0,0,0,0,1,0,0
LOC_Os12g05690,0,0,0,0,4,0,0,0
LOC_Os12g06230,0,0,0,0,1,0,0,0
LOC_Os12g06550,2,0,0,0,0,0,0,0
LOC_Os12g06870,3,0,0,0,0,0,0,0
LOC_Os12g07030,0,0,0,0,10,0,3,0
LOC_Os12g07210,0,0,0,0,0,1,0,0
LOC_Os12g07290,4,0,0,0,0,0,0,0
LOC_Os12g08700,0,0,0,0,5,0,0,0
LOC_Os12g08725,0,0,0,0,1,0,0,0
LOC_Os12g08790,0,0,0,0,0,1,0,0
LOC_Os12g08850,0,0,0,0,3,0,0,0
LOC_Os12g09300,0,0,0,0,0,1,0,0
LOC_Os12g09770,0,1,0,0,0,0,0,0
LOC_Os12g10630,0,0,0,0,0,2,0,0
LOC_Os12g12080,1,0,0,0,0,0,0,0
LOC_Os12g12880,5,0,0,0,8,0,0,0
LOC_Os12g12934,0,0,0,0,0,1,0,1
LOC_Os12g13120,0,0,0,0,0,2,0,0
LOC_Os12g13570,0,0,0,0,1,0,0,0
LOC_Os12g13910,2,0,0,0,16,0,3,0
LOC_Os12g14220,0,0,0,0,1,0,0,0
LOC_Os12g17160,5,0,0,0,0,0,0,0
LOC_Os12g22260,0,0,0,0,1,0,0,0
LOC_Os12g24020,0,0,0,0,2,0,2,0
LOC_Os12g25090,1,0,0,0,0,0,0,0
LOC_Os12g25490,0,1,0,0,0,0,0,0
LOC_Os12g25630,0,0,0,0,1,0,0,0
LOC_Os12g28710,0,0,0,0,1,0,0,0
LOC_Os12g29400,1,0,0,0,11,0,3,0
LOC_Os12g29950,0,0,0,0,0,1,0,0
LOC_Os12g32360,0,0,0,0,0,0,1,0
LOC_Os12g32986,9,0,0,0,0,0,0,0
LOC_Os12g34390,1,0,0,0,0,0,0,0
LOC_Os12g34500,0,0,0,0,0,0,0,1
LOC_Os12g36110,0,0,0,0,1,0,0,0
LOC_Os12g36210,0,0,1,0,0,0,0,0
LOC_Os12g36220,0,0,1,0,0,0,0,0
LOC_Os12g36430,0,0,0,0,2,0,0,0
LOC_Os12g36580,2,0,0,0,0,0,0,0
LOC_Os12g36630,0,0,0,0,1,0,0,0
LOC_Os12g36640,0,0,0,0,0,0,1,0
LOC_Os12g36850,0,1,0,1,0,0,0,0
LOC_Os12g36880,0,4,0,2,0,0,0,0
LOC_Os12g37320,0,2,0,0,0,0,0,0
LOC_Os12g37939,2,0,0,0,0,0,0,0
LOC_Os12g38370,0,1,0,0,0,0,0,0
LOC_Os12g38730,0,0,0,0,0,2,0,0
LOC_Os12g39310,0,0,0,0,5,0,4,0
LOC_Os12g39320,6,0,0,0,3,0,1,0
LOC_Os12g39400,1,0,0,0,0,0,0,0
LOC_Os12g40260,0,0,0,0,4,0,0,0
LOC_Os12g40330,4,0,0,0,0,0,0,0
LOC_Os12g40780,7,0,0,0,0,0,0,0
LOC_Os12g40900,0,1,0,0,0,0,0,0
LOC_Os12g40920,0,6,0,0,0,0,0,0
LOC_Os12g41060,0,0,0,0,0,1,0,0
LOC_Os12g41090,0,0,0,0,0,2,0,2
LOC_Os12g41660,0,0,0,0,1,0,0,0
LOC_Os12g41930,11,0,0,0,0,0,0,0
LOC_Os12g42280,1,0,0,0,1,0,0,0
LOC_Os12g42910,0,0,0,0,6,0,1,0
LOC_Os12g43000,0,0,0,0,1,0,0,0
LOC_Os12g43340,0,0,0,0,0,0,0,1
LOC_Os12g43720,0,0,0,0,6,0,1,0